id,unix_utc,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,boost,bonus
1339040,1770290100,12,17,18,19,23,24,31,33,39,40,41,59,63,69,73,75,76,77,78,79,3,24
1339041,1770290400,1,5,6,10,24,25,28,30,31,32,42,43,48,49,57,64,65,68,69,78,10,78
1339042,1770290700,2,4,5,10,11,12,15,16,18,23,27,28,30,33,36,38,42,51,77,80,2,28
1339043,1770291000,1,3,12,17,18,20,25,27,29,30,33,38,39,42,44,51,52,64,65,70,10,17
1339044,1770291300,1,2,4,5,6,7,8,13,15,18,21,34,44,45,48,54,56,58,65,76,10,34
1339045,1770291600,3,16,17,24,27,32,34,35,39,40,42,45,46,51,54,56,63,69,76,78,1,35
1339046,1770291900,3,4,5,7,9,15,20,27,29,30,32,35,42,47,54,56,69,73,78,80,1,27
1339047,1770292200,7,10,12,13,18,19,28,30,35,36,37,38,44,48,51,55,65,66,71,76,1,7
1339048,1770292500,12,16,19,22,24,25,38,40,41,42,45,46,49,54,55,56,58,68,70,79,10,55
1339049,1770292800,5,8,16,18,19,24,26,38,41,42,47,56,57,61,63,65,67,68,71,75,1,67
1339050,1770293100,10,12,15,18,19,22,23,25,34,37,40,41,43,45,50,59,61,68,70,74,2,34
1339051,1770293400,2,5,6,8,19,25,31,32,37,39,42,43,48,49,51,55,56,69,70,75,1,6
1339052,1770293700,1,2,4,6,7,8,14,15,18,19,23,24,26,28,31,41,42,49,60,71,3,23
1339053,1770294000,16,20,21,22,24,27,29,30,32,34,37,40,42,43,45,46,50,61,76,77,2,24
1339054,1770294300,4,5,6,8,10,17,18,20,22,23,28,32,34,52,54,55,66,68,75,77,1,32
1339055,1770294600,4,11,13,16,20,27,28,31,42,47,51,53,59,60,62,65,68,69,72,74,2,42
1339056,1770294900,8,11,15,19,21,22,25,28,30,31,38,40,44,45,46,60,63,66,77,79,1,31
1339057,1770295200,15,16,20,22,25,27,35,39,42,51,54,55,60,64,65,68,70,71,76,79,3,55
1339058,1770295500,6,12,13,17,25,31,33,36,37,42,50,55,56,59,60,67,70,71,76,77,1,70
1339059,1770295800,4,10,19,22,23,26,29,31,40,45,49,60,64,65,66,68,72,75,76,79,1,45
1339060,1770296100,2,7,11,13,19,20,32,34,41,44,46,47,52,63,66,69,70,74,76,78,1,20
1339061,1770296400,2,4,9,13,14,19,22,24,38,40,50,51,52,57,58,59,61,63,68,72,1,24
1339062,1770296700,4,7,11,14,15,20,21,24,33,45,49,50,53,56,63,65,67,69,73,77,3,15
1339063,1770297000,10,15,17,19,21,30,31,33,41,43,46,47,50,54,58,64,66,68,73,80,2,19
1339064,1770297300,5,6,9,10,12,26,28,32,33,36,46,51,54,57,64,69,73,74,78,80,10,9
1339065,1770297600,1,6,16,24,27,38,42,45,48,50,53,59,61,63,65,68,74,76,77,79,5,65
1339066,1770297900,3,4,7,20,26,34,36,37,38,39,40,41,44,49,50,54,58,70,71,76,3,20
1339067,1770298200,12,17,18,20,23,35,38,43,44,47,48,52,56,58,61,62,66,72,74,79,1,66
1339068,1770298500,1,5,11,14,16,17,23,24,32,33,39,50,53,55,60,67,68,70,73,76,2,53
1339069,1770298800,4,9,19,21,22,31,32,40,42,45,46,47,50,54,60,64,65,67,74,78,2,50
1339070,1770299100,12,16,17,20,21,28,29,32,39,46,52,53,55,57,58,59,64,68,70,78,10,55
1339071,1770299400,3,10,20,22,23,37,40,41,46,48,53,56,60,61,62,64,65,66,72,78,1,60
1339072,1770299700,2,8,11,12,13,16,17,18,26,28,34,35,37,43,49,55,65,71,72,79,1,13
1339073,1770300000,9,10,11,19,21,23,25,26,28,34,42,52,56,58,61,62,68,73,74,75,3,52
1339074,1770300300,1,2,9,17,22,25,27,28,31,37,38,39,44,45,69,70,71,73,75,76,1,17
1339075,1770300600,6,10,13,14,17,18,19,24,25,31,33,42,46,50,58,59,71,73,79,80,1,73
1339076,1770300900,2,3,6,11,19,20,22,24,31,32,33,42,44,60,61,62,63,67,71,77,2,60
1339077,1770301200,4,10,22,24,26,27,33,34,36,38,39,42,44,53,57,65,70,71,72,76,1,44
1339078,1770301500,1,4,7,13,17,18,22,25,27,35,40,45,51,53,54,55,60,62,79,80,1,45
1339079,1770301800,6,7,9,11,14,15,19,23,30,37,41,42,48,54,55,57,63,71,72,74,4,74
1339080,1770302100,1,15,16,21,24,27,28,39,42,48,54,56,61,62,63,69,73,76,78,79,1,27
1339081,1770302400,1,9,22,23,24,34,35,38,40,42,43,49,53,63,68,72,73,75,77,80,1,42
1339082,1770302700,2,5,6,8,12,13,17,18,25,31,33,35,36,37,46,57,62,65,68,72,3,33
1339083,1770303000,5,8,13,23,25,26,28,31,34,38,41,46,50,56,59,62,69,73,78,79,1,31
1339084,1770303300,4,8,10,11,18,25,31,34,36,40,46,49,53,55,65,68,72,74,76,80,2,31
1339085,1770303600,3,4,5,10,12,15,16,20,22,33,34,41,42,43,49,51,62,67,71,76,1,4
1339086,1770303900,1,8,9,10,19,24,25,31,40,41,43,45,51,56,63,64,65,71,72,78,1,24
1339087,1770304200,2,3,5,7,8,9,15,20,28,37,38,43,46,47,55,57,60,69,72,76,1,72
1339088,1770304500,5,9,10,11,13,20,22,25,31,32,39,40,41,42,52,56,62,66,72,73,1,5
1339089,1770304800,1,5,8,16,19,20,23,26,32,33,41,44,47,48,57,70,71,74,78,79,1,5
1339090,1770305100,1,2,14,20,22,28,29,30,34,37,38,46,48,50,58,60,63,64,67,71,1,37
1339091,1770305400,2,3,7,9,15,17,20,25,26,38,48,53,55,57,58,62,63,73,76,77,2,20
1339092,1770305700,3,12,16,25,26,29,31,32,35,36,37,43,46,50,58,63,67,69,74,77,1,63
1339093,1770306000,2,6,14,19,27,28,35,37,41,45,48,49,51,53,55,65,66,72,74,75,1,48
1339094,1770306300,1,4,7,10,15,16,17,31,38,40,41,42,48,52,53,60,63,68,71,72,2,60
1339095,1770306600,3,9,13,16,24,29,31,33,34,36,39,43,45,49,50,51,58,69,75,80,1,49
1339096,1770306900,4,6,8,14,19,30,32,39,41,42,46,47,49,55,62,67,73,75,77,78,2,19
1339097,1770307200,4,5,8,10,12,15,19,22,31,34,42,43,48,56,63,66,67,73,75,79,1,22
1339098,1770307500,6,7,14,15,16,17,18,19,24,29,30,36,50,58,60,62,66,68,74,79,1,18
1339099,1770307800,1,2,10,11,16,29,32,38,41,42,47,51,55,57,58,65,74,77,78,79,1,38
1339100,1770308100,2,6,18,19,23,27,30,31,35,37,45,46,47,51,53,68,72,74,76,77,2,2
1339101,1770308400,1,3,4,13,22,27,32,36,38,40,43,51,57,63,65,66,69,71,73,80,5,69
1339102,1770308700,1,7,14,15,18,20,23,27,29,36,49,50,51,54,55,58,65,66,71,77,2,18
1339103,1770309000,3,6,8,15,18,22,23,36,37,39,43,47,49,51,54,61,63,67,71,78,1,6
1339104,1770309300,2,5,21,23,27,30,32,35,36,38,39,41,44,47,62,66,72,73,79,80,10,39
1339105,1770309600,2,3,7,8,9,11,14,16,24,33,39,41,46,48,64,65,67,71,73,76,2,48
1339106,1770309900,1,6,9,11,14,15,17,20,28,32,39,42,45,51,56,63,65,69,76,80,3,11
1339107,1770310200,1,4,6,7,10,17,18,27,31,32,35,46,58,59,60,62,65,77,79,80,1,10
1339108,1770310500,3,6,11,15,19,27,31,35,38,47,48,50,54,57,58,71,74,75,79,80,4,11
1339109,1770310800,3,7,8,10,17,18,21,35,36,39,40,43,45,53,69,72,73,75,76,78,2,43
1339110,1770311100,7,8,17,21,22,27,31,32,33,36,37,40,41,46,49,57,64,66,69,73,1,31
1339111,1770311400,1,2,7,14,15,17,19,27,37,42,47,48,49,50,52,61,64,65,72,73,2,50
1339112,1770311700,1,9,13,15,17,22,25,26,30,33,34,43,47,53,57,61,65,67,69,71,3,33
1339113,1770312000,3,6,7,10,13,15,17,22,28,29,31,42,43,47,48,51,59,63,66,78,2,10
1339114,1770312300,1,11,16,18,24,31,33,36,41,45,48,49,50,52,53,55,57,58,78,80,1,24
1339115,1770312600,5,6,7,17,19,26,35,43,45,47,53,58,61,65,67,69,70,76,77,80,3,45
1339116,1770312900,10,11,21,22,23,26,32,40,41,47,49,53,66,68,69,70,71,74,75,80,1,47
1339117,1770313200,3,5,12,13,20,22,23,24,38,44,48,51,53,58,60,64,70,72,73,75,1,51
1339118,1770313500,1,2,3,4,14,20,22,24,30,35,39,43,45,46,48,55,57,58,66,70,1,35
1339119,1770313800,2,3,13,19,23,24,35,37,40,42,44,47,48,49,56,58,63,66,69,80,1,2
1339120,1770314100,3,5,10,12,15,17,23,30,33,36,37,39,47,50,51,55,56,60,62,70,1,60
1339121,1770314400,1,6,10,18,39,40,43,47,48,54,55,56,57,61,63,64,65,77,79,80,3,80
1339122,1770314700,2,4,8,10,13,19,23,24,26,33,38,48,50,53,56,61,62,66,68,75,1,53
1339123,1770315000,10,12,14,15,21,24,28,29,33,35,38,39,44,57,62,64,65,67,75,80,4,75
1339124,1770315300,1,4,5,14,17,23,24,26,28,34,43,45,46,65,69,70,71,73,77,79,10,14
1339125,1770315600,5,8,17,19,22,24,26,31,32,34,41,51,56,58,60,66,68,70,75,76,1,26
1339126,1770315900,5,10,19,23,28,34,35,41,45,48,51,56,59,60,66,69,70,71,77,80,1,28
1339127,1770316200,6,8,11,14,28,37,39,42,47,52,55,58,65,67,68,69,70,72,73,79,1,11
1339128,1770316500,2,3,6,11,13,15,17,29,30,42,48,57,60,61,67,70,72,73,74,79,1,42
1339129,1770316800,4,10,11,13,15,17,21,25,28,30,42,49,55,58,62,66,68,69,74,76,1,21
1339130,1770317100,3,9,11,12,16,21,25,30,32,36,37,40,43,47,51,58,59,73,76,79,1,51
1339131,1770317400,2,4,9,15,16,19,32,33,34,35,36,39,42,46,50,64,69,72,73,77,1,32
1339132,1770317700,3,5,10,12,19,20,24,29,33,37,38,40,49,52,54,64,69,75,77,78,1,77
1339133,1770318000,8,13,16,17,19,22,23,25,34,38,43,47,49,50,51,52,54,57,58,73,1,47
1339134,1770318300,1,3,6,11,19,23,40,50,51,53,54,64,65,67,70,72,75,76,77,78,2,76
1339135,1770318600,4,7,20,22,23,24,25,27,33,42,50,52,54,55,56,63,65,69,76,80,1,54
1339136,1770318900,4,5,8,10,13,18,20,24,27,30,33,34,38,39,53,65,66,69,72,75,1,10
1339137,1770319200,5,7,10,16,17,19,20,26,28,29,30,31,33,38,49,50,60,62,69,77,1,49
1339138,1770319500,1,6,9,11,12,15,16,22,23,43,44,46,48,49,52,58,63,74,75,80,1,23
1339139,1770319800,1,2,3,4,7,14,25,28,30,31,32,36,41,42,43,60,70,71,76,79,1,30
1339140,1770320100,3,5,18,20,21,23,24,26,29,33,40,41,42,44,48,52,63,65,69,72,1,41
1339141,1770320400,8,10,11,14,17,20,25,26,27,33,39,46,49,55,57,62,66,68,76,79,2,66
1339142,1770320700,11,14,18,21,27,32,33,38,39,41,42,56,58,61,62,66,68,70,76,79,1,39
1339143,1770321000,3,5,6,13,18,20,22,29,31,40,42,43,45,47,48,50,52,62,66,76,1,47
1339144,1770321300,2,8,12,19,24,25,30,33,45,46,47,48,53,56,61,67,69,70,77,80,2,47
1339145,1770321600,1,7,14,19,22,24,26,31,36,43,51,53,54,55,56,57,59,68,70,79,1,1
1339146,1770321900,8,14,15,24,27,28,29,31,33,35,40,45,49,51,52,53,55,56,65,71,2,8
1339147,1770322200,3,6,9,13,14,19,24,28,30,36,37,44,52,56,61,62,63,68,70,77,2,68
1339148,1770322500,2,3,6,13,14,18,20,25,32,36,37,39,51,52,57,63,65,68,75,78,1,37
1339149,1770322800,1,2,3,4,8,19,24,25,35,36,39,47,48,49,55,65,68,74,75,79,1,79
1339150,1770323100,2,3,8,11,12,14,16,24,30,31,42,44,48,51,61,71,73,74,75,77,1,73
1339151,1770323400,5,8,14,18,23,28,34,38,39,40,46,47,50,54,57,59,64,70,74,75,1,47
1339152,1770323700,7,10,14,15,23,25,34,36,50,53,54,55,59,60,67,69,71,75,77,80,1,23
1339153,1770324000,2,5,6,12,13,15,20,21,22,26,28,30,40,41,45,58,67,72,76,77,4,2
1339154,1770324300,4,9,10,18,20,22,27,29,38,45,49,50,51,55,58,65,67,74,77,80,3,77
1339155,1770324600,1,2,4,5,11,14,15,20,23,30,42,52,59,60,62,69,70,71,76,77,4,15
1339156,1770324900,1,3,4,6,18,20,29,30,33,34,35,40,45,51,53,56,57,60,63,80,1,56
1339157,1770325200,1,7,8,15,29,30,31,32,34,37,39,40,43,50,54,59,60,64,65,73,1,50
1339158,1770325500,3,9,10,11,18,23,28,29,31,34,40,45,47,52,56,65,67,68,69,74,1,9
1339159,1770325800,4,16,23,24,27,28,34,37,46,48,50,54,55,58,60,61,66,71,72,80,3,48
1339160,1770326100,4,5,10,16,21,25,26,29,32,36,38,40,49,50,60,65,66,68,71,78,3,21
1339161,1770326400,1,9,17,26,29,30,37,40,43,45,49,50,55,62,67,68,71,72,73,76,2,37
1339162,1770326700,3,5,7,9,10,13,17,23,24,27,28,48,49,52,54,55,62,66,72,77,1,7
1339163,1770327000,6,13,14,15,21,22,24,25,32,34,37,42,44,47,53,55,58,64,65,79,3,15
1339164,1770327300,3,4,6,8,11,25,26,30,34,40,45,46,54,55,61,62,67,73,76,77,2,77
1339165,1770327600,5,6,7,10,13,17,18,29,30,43,44,46,50,51,59,61,66,75,78,80,5,43
1339166,1770327900,4,10,20,22,25,34,35,37,38,41,43,44,49,51,61,62,68,70,72,77,3,41
1339167,1770328200,3,4,14,16,21,26,27,29,39,40,42,45,46,51,53,54,57,67,76,77,3,29
1339168,1770328500,13,14,22,26,27,28,31,33,38,43,48,49,55,56,59,60,63,65,72,76,2,55
1339169,1770328800,1,3,7,10,16,23,26,28,31,35,50,51,53,54,57,61,63,65,67,80,1,63
1339170,1770354300,5,9,19,20,33,36,38,41,45,47,48,50,52,54,55,62,68,72,75,77,3,41
1339171,1770354600,1,5,13,15,18,21,25,28,30,31,32,33,36,37,44,48,49,56,59,80,2,13
1339172,1770354900,1,5,21,23,25,28,29,30,34,38,39,40,45,48,57,66,68,69,70,71,2,70
1339173,1770355200,1,2,4,5,11,13,14,15,21,26,30,36,41,45,51,54,61,69,77,80,1,21
1339174,1770355500,2,4,9,12,22,24,25,26,33,34,35,41,42,49,56,64,65,67,71,78,2,67
1339175,1770355800,3,9,11,15,16,20,21,26,31,34,39,42,47,51,53,55,66,73,74,76,1,55
1339176,1770356100,2,4,9,13,17,19,23,30,31,40,41,42,45,48,52,59,62,69,71,80,2,71
1339177,1770356400,1,6,8,11,21,25,33,34,35,36,40,41,42,45,49,50,56,68,71,78,1,42
1339178,1770356700,1,2,3,4,9,11,14,18,26,42,45,51,56,59,61,68,70,75,76,77,1,18
1339179,1770357000,4,7,16,18,20,23,28,36,37,41,47,49,51,52,53,56,60,66,67,68,1,47
1339180,1770357300,4,9,13,23,24,27,30,35,44,49,50,54,58,61,63,65,73,75,76,78,10,4
1339181,1770357600,5,6,18,20,21,27,28,38,41,43,44,48,49,50,59,65,70,71,72,76,2,20
1339182,1770357900,2,4,7,10,13,14,18,22,23,30,33,40,45,48,52,56,60,65,72,80,4,72
1339183,1770358200,3,6,9,23,27,29,30,31,43,44,45,49,51,53,56,58,59,62,66,74,1,30
1339184,1770358500,1,9,18,24,29,33,38,39,40,47,48,49,57,61,65,66,68,70,74,78,1,24
1339185,1770358800,1,2,5,6,11,23,24,26,29,32,41,42,43,44,54,58,60,63,74,79,1,23
1339186,1770359100,1,5,7,8,13,15,16,22,30,36,48,51,57,59,66,69,71,72,78,79,3,22
1339187,1770359400,10,21,22,27,31,32,34,41,46,47,53,54,55,61,62,65,67,70,72,80,2,62
1339188,1770359700,6,9,12,13,15,16,21,22,28,42,45,49,51,52,55,57,61,66,68,71,3,15
1339189,1770360000,2,3,6,13,15,16,22,27,30,34,40,46,49,51,58,61,65,69,70,76,1,27
1339190,1770360300,2,6,9,13,19,29,32,34,43,45,47,48,49,55,56,62,63,65,71,74,1,55
1339191,1770360600,2,3,9,12,15,19,23,24,25,28,33,35,36,47,50,56,63,67,70,79,2,12
1339192,1770360900,2,3,5,9,12,13,22,27,32,33,40,44,49,54,55,58,62,74,78,79,1,27
1339193,1770361200,5,7,10,18,20,21,27,28,33,40,45,46,54,59,64,65,69,71,72,78,1,78
1339194,1770361500,1,2,4,5,10,17,18,20,24,30,31,37,42,46,54,55,57,60,65,78,2,46
1339195,1770361800,3,4,8,13,16,17,22,28,31,33,34,35,44,47,55,62,64,68,69,70,1,22
1339196,1770362100,2,7,11,13,16,17,23,29,33,34,37,40,43,44,49,54,56,62,69,72,5,54
1339197,1770362400,3,5,7,9,16,18,21,24,29,33,35,39,46,49,59,66,68,69,73,78,1,9
1339198,1770362700,2,5,7,10,12,14,15,16,17,20,27,29,31,33,43,62,70,71,77,80,1,29
1339199,1770363000,1,4,5,9,10,13,16,17,34,37,40,43,45,46,52,58,61,66,78,80,1,10
1339200,1770363300,2,4,5,7,8,15,22,27,31,33,38,44,46,49,53,54,60,64,68,71,1,33
1339201,1770363600,3,9,11,12,19,27,28,30,32,33,34,45,55,60,61,65,67,69,70,80,2,45
1339202,1770363900,5,6,14,16,18,22,27,28,31,32,39,43,50,51,54,55,57,59,67,77,1,57
1339203,1770364200,1,4,8,17,22,23,29,32,33,41,44,47,56,62,63,65,74,75,78,80,3,33
1339204,1770364500,3,8,9,11,19,28,29,37,40,43,51,55,56,58,61,64,66,67,69,77,2,61
1339205,1770364800,3,4,11,26,31,32,36,39,44,55,58,59,60,61,62,66,68,71,73,79,2,4
1339206,1770365100,7,8,9,12,13,14,17,22,23,28,45,46,52,54,55,67,68,69,72,77,3,22
1339207,1770365400,1,3,7,12,17,19,20,27,31,33,37,43,48,55,63,69,72,74,75,80,3,75
1339208,1770365700,5,8,14,20,22,23,24,28,29,35,39,42,47,51,52,53,56,57,59,71,1,29
1339209,1770366000,5,7,8,21,24,29,36,43,47,50,51,53,56,57,59,60,64,68,74,75,2,5
1339210,1770366300,7,9,12,18,19,20,22,26,27,29,37,41,47,49,58,63,65,66,67,71,1,26
1339211,1770366600,4,5,9,15,17,24,27,29,38,40,43,44,46,51,55,60,69,73,74,79,2,17
1339212,1770366900,4,6,8,10,12,13,14,19,22,27,28,33,36,43,50,64,67,68,75,76,3,28
1339213,1770367200,2,3,5,7,10,21,23,25,28,32,41,42,46,49,54,60,63,72,74,80,2,21
1339214,1770367500,5,12,16,17,20,22,23,26,30,32,43,46,55,67,70,71,72,74,76,78,2,20
1339215,1770367800,2,6,10,18,30,34,37,42,44,45,46,48,51,54,55,66,70,74,77,79,1,45
1339216,1770368100,1,4,14,17,19,21,23,25,26,30,33,35,41,44,45,53,64,65,72,73,10,44
1339217,1770368400,3,6,10,11,23,25,31,35,36,39,40,44,45,49,51,58,61,65,70,78,1,35
1339218,1770368700,3,4,6,9,16,20,30,31,32,38,40,43,45,48,49,54,67,70,78,80,2,30
1339219,1770369000,1,2,9,11,12,14,16,19,31,43,50,55,59,60,65,69,71,73,74,75,1,75
1339220,1770369300,12,13,15,26,28,29,31,35,37,45,46,56,57,61,62,70,73,77,78,79,1,56
1339221,1770369600,4,8,9,11,17,26,30,33,36,40,44,45,46,52,54,57,59,61,66,70,2,70
1339222,1770369900,2,15,16,17,18,20,26,29,31,33,35,40,43,44,46,50,51,62,65,79,2,2
1339223,1770370200,5,10,16,17,22,23,25,30,31,42,47,48,55,56,58,61,62,66,79,80,2,47
1339224,1770370500,6,13,14,15,19,20,25,27,28,37,38,40,41,54,57,58,62,73,76,77,3,57
1339225,1770370800,2,12,13,17,22,25,28,33,34,39,49,54,55,61,72,73,75,76,78,79,3,12
1339226,1770371100,6,8,9,10,12,17,23,24,31,32,38,42,46,48,50,56,57,58,66,76,1,17
1339227,1770371400,4,7,12,14,15,20,24,25,27,38,41,48,50,54,55,58,71,73,79,80,2,80
1339228,1770371700,2,6,21,28,30,31,40,41,42,46,48,50,51,53,60,61,66,67,73,78,1,61
1339229,1770372000,1,6,14,22,25,26,28,32,37,40,45,52,57,61,65,67,74,77,78,79,1,37
1339230,1770372300,4,5,14,15,16,22,33,34,35,38,47,50,53,56,61,62,63,72,73,78,2,72
1339231,1770372600,4,7,13,14,15,17,25,26,30,32,34,41,44,49,55,57,59,63,65,80,1,32
1339232,1770372900,2,5,9,10,12,16,21,22,23,25,35,38,40,46,52,53,67,74,76,80,1,2
1339233,1770373200,2,4,7,12,14,17,20,25,27,32,37,49,53,56,66,68,70,78,79,80,3,70
1339234,1770373500,1,6,7,8,11,16,18,24,26,38,40,45,48,49,50,52,56,57,59,63,4,38
1339235,1770373800,5,14,15,20,23,25,30,39,46,47,54,56,59,60,66,68,71,72,73,80,2,30
1339236,1770374100,2,4,9,10,13,21,28,29,32,35,41,43,45,48,51,52,60,61,64,65,1,52
1339237,1770374400,3,6,8,22,26,30,34,38,41,48,52,53,58,61,64,65,66,74,76,78,1,8
1339238,1770374700,3,7,12,15,17,18,22,23,29,30,35,44,50,59,63,66,73,77,79,80,1,30
1339239,1770375000,2,9,10,11,19,20,25,26,36,37,43,44,45,57,62,68,69,71,77,79,1,11
1339240,1770375300,3,12,16,19,21,22,27,41,46,49,52,53,55,56,59,62,65,70,75,77,2,59
1339241,1770375600,1,3,6,11,15,19,24,28,33,37,38,49,57,58,60,61,62,68,69,73,1,49
1339242,1770375900,4,8,10,12,14,20,22,34,39,43,48,52,53,57,58,61,64,74,77,80,1,4
1339243,1770376200,2,9,11,12,13,14,16,20,39,40,52,54,55,57,62,63,70,71,73,80,2,62
1339244,1770376500,1,2,5,13,20,24,26,31,36,39,47,50,51,58,60,61,64,70,76,77,3,26
1339245,1770376800,7,10,19,20,27,28,29,37,43,45,51,52,56,57,62,63,64,70,72,76,1,37
1339246,1770377100,2,6,9,12,16,18,23,30,31,35,39,45,52,59,62,65,69,71,76,77,1,31
1339247,1770377400,2,4,9,10,12,22,28,31,37,40,42,43,45,54,60,62,68,74,77,80,2,40
1339248,1770377700,1,5,8,10,13,20,22,26,29,30,36,37,39,46,48,49,50,52,65,79,2,1
1339249,1770378000,8,12,17,18,23,25,27,30,37,41,44,50,56,59,60,65,67,68,69,75,5,50
1339250,1770378300,6,14,22,27,28,31,36,37,40,43,46,57,59,60,61,62,63,70,72,74,1,6
1339251,1770378600,3,6,14,18,23,25,29,34,36,38,48,49,50,52,61,63,66,76,77,78,10,49
1339252,1770378900,1,3,4,5,9,13,24,37,41,42,45,47,50,51,54,57,61,63,75,76,1,4
1339253,1770379200,4,7,11,21,32,33,34,39,40,42,46,51,53,58,63,66,67,70,73,75,1,70
1339254,1770379500,11,15,22,24,26,27,29,31,32,35,36,38,39,43,58,61,63,73,76,77,1,58
1339255,1770379800,3,6,8,12,14,15,30,32,36,37,49,50,54,55,56,57,59,66,68,73,2,66
1339256,1770380100,1,4,28,29,31,32,34,46,47,49,52,54,56,59,60,61,62,74,78,80,1,29
1339257,1770380400,4,5,18,19,21,22,32,40,45,49,50,57,58,59,60,63,64,68,73,78,1,60
1339258,1770380700,6,11,15,17,26,27,43,45,48,49,50,51,54,58,59,61,62,65,68,71,2,54
1339259,1770381000,5,6,7,14,15,17,19,26,27,34,36,38,40,48,53,56,61,63,72,73,1,5
1339260,1770381300,4,13,15,20,21,23,31,34,36,37,38,39,41,44,48,59,64,72,74,75,1,15
1339261,1770381600,1,10,14,21,23,27,31,32,37,41,42,45,48,51,57,62,68,69,70,71,1,62
1339262,1770381900,3,4,8,16,18,25,32,33,36,39,55,58,59,62,63,65,68,72,77,79,1,18
1339263,1770382200,2,6,9,12,18,31,40,42,46,47,52,53,64,66,68,70,73,77,78,79,3,79
1339264,1770382500,4,5,13,15,16,21,22,23,25,29,32,46,49,56,58,61,66,70,71,76,1,29
1339265,1770382800,3,4,13,18,22,25,28,40,46,53,54,55,56,57,59,63,69,73,76,80,2,76
1339266,1770383100,2,8,9,16,21,25,30,36,37,45,47,51,54,57,61,63,65,68,71,79,3,37
1339267,1770383400,1,9,15,17,23,27,33,36,37,39,46,47,51,58,60,67,71,73,74,78,1,58
1339268,1770383700,1,3,11,13,14,17,26,31,33,34,38,45,50,52,53,54,58,60,73,78,4,50
1339269,1770384000,3,5,9,12,19,26,27,28,38,40,42,46,53,57,58,61,67,72,78,79,4,58
1339270,1770384300,5,7,9,13,14,19,21,22,23,24,31,32,35,40,42,43,52,53,63,78,2,21
1339271,1770384600,6,9,18,20,23,25,27,47,50,52,55,56,57,60,65,69,70,71,78,80,2,23
1339272,1770384900,4,7,9,11,12,13,17,22,30,34,35,43,58,59,60,61,63,64,71,79,3,79
1339273,1770385200,2,13,18,20,22,23,28,30,32,39,42,44,45,47,48,50,63,69,78,80,2,39
1339274,1770385500,3,6,15,22,26,29,32,34,35,37,43,44,47,51,54,63,64,66,70,74,1,63
1339275,1770385800,17,18,19,20,21,25,29,30,33,41,44,47,50,54,63,64,68,71,72,78,1,33
1339276,1770386100,1,2,6,10,13,17,18,24,26,29,34,37,38,39,47,50,57,60,64,71,2,26
1339277,1770386400,4,6,12,13,21,23,24,25,26,33,35,40,41,46,52,54,55,56,59,80,1,21
1339278,1770386700,2,6,13,15,17,18,19,23,30,38,42,43,52,54,59,64,73,75,77,79,2,18
1339279,1770387000,6,7,9,10,12,16,17,26,27,29,32,35,40,49,51,54,57,62,74,79,2,26
1339280,1770387300,3,7,8,10,14,16,19,23,24,25,40,46,50,52,53,61,63,68,69,74,2,23
1339281,1770387600,2,3,8,9,15,19,20,27,28,29,43,46,50,51,52,57,63,67,79,80,1,19
1339282,1770387900,3,10,17,23,30,32,35,38,41,48,49,50,51,61,65,68,70,76,78,79,2,17
1339283,1770388200,1,3,14,17,25,30,31,39,44,53,55,57,58,61,65,66,69,71,75,80,1,30
1339284,1770388500,14,15,20,24,30,31,37,40,42,43,46,47,50,58,64,66,70,75,77,79,3,79
1339285,1770388800,2,4,6,15,22,25,27,31,35,37,38,48,50,53,55,63,65,69,74,79,1,74
1339286,1770389100,3,8,16,18,19,23,27,30,33,44,45,53,57,61,62,73,74,75,77,78,1,62
1339287,1770389400,1,8,9,10,21,25,26,29,35,41,46,51,53,56,61,65,72,76,77,78,2,21
1339288,1770389700,4,12,16,18,19,25,28,37,38,44,48,49,52,59,62,65,68,69,70,79,1,48
1339289,1770390000,1,5,9,10,13,22,24,26,27,32,35,43,47,48,57,61,65,69,70,77,2,10
1339290,1770390300,1,6,17,26,27,30,32,33,40,42,43,44,45,47,53,66,67,71,76,79,1,42
1339291,1770390600,8,11,16,19,21,30,33,37,38,43,44,48,49,55,57,59,68,74,76,77,3,44
1339292,1770390900,2,4,6,12,18,26,27,28,29,36,46,50,53,54,56,61,70,74,76,78,2,70
1339293,1770391200,2,3,9,21,22,25,30,33,37,38,40,41,43,52,57,61,64,66,67,75,2,41
1339294,1770391500,6,7,10,16,19,20,26,32,36,37,40,42,46,58,60,67,70,71,74,78,1,10
1339295,1770391800,6,8,14,20,23,34,36,37,42,43,44,45,48,50,58,65,67,74,75,76,1,75
1339296,1770392100,16,19,21,26,34,35,43,45,47,53,59,60,62,65,70,75,76,78,79,80,3,80
1339297,1770392400,1,9,10,11,12,15,18,19,37,42,43,47,52,56,58,63,66,67,72,74,1,18
1339298,1770392700,11,20,27,29,31,35,38,40,44,46,49,51,56,57,59,62,63,67,76,80,2,80
1339299,1770393000,3,10,11,12,13,23,26,32,33,43,44,45,47,55,57,61,62,66,70,75,5,26
1339300,1770393300,2,12,15,20,25,27,31,33,35,38,44,49,51,61,63,64,65,70,74,77,1,65
1339301,1770393600,4,7,10,11,15,20,21,22,26,31,32,42,43,50,55,59,65,67,69,80,2,20
