id,unix_utc,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,boost,bonus
1340481,1770898800,2,3,4,10,19,22,23,26,34,38,42,43,50,52,59,61,70,73,74,75,1,4
1340482,1770899100,3,5,11,14,28,32,33,38,39,45,47,48,53,55,56,57,68,69,75,78,1,56
1340483,1770899400,6,7,9,12,13,14,15,19,22,26,33,36,37,44,48,52,56,60,67,74,1,22
1340484,1770899700,3,4,6,7,8,21,22,25,26,28,33,35,38,39,48,60,66,67,74,78,1,78
1340485,1770900000,2,3,15,18,23,25,29,35,44,45,46,51,53,54,64,65,71,72,73,77,2,54
1340486,1770900300,2,7,11,23,29,35,36,37,45,47,48,54,55,57,58,61,66,70,79,80,1,79
1340487,1770900600,10,14,15,16,17,23,31,33,38,39,42,49,51,53,59,60,66,69,75,77,1,16
1340488,1770900900,1,3,4,8,11,14,15,19,22,25,32,36,38,44,62,64,65,66,68,69,2,32
1340489,1770901200,7,10,12,19,27,28,43,44,45,47,50,53,54,56,57,63,73,77,79,80,1,53
1340490,1770901500,1,9,12,13,15,20,23,28,34,39,46,53,54,62,63,66,69,71,73,75,1,71
1340491,1770901800,1,3,12,16,18,20,21,32,36,37,39,46,47,51,56,57,58,61,72,74,1,46
1340492,1770902100,6,9,18,27,28,31,32,33,36,43,47,49,52,57,59,65,66,68,69,75,2,31
1340493,1770902400,1,4,9,10,13,15,17,21,23,28,29,31,34,42,44,52,55,65,76,77,2,29
1340494,1770902700,5,9,12,15,20,21,22,23,27,32,39,40,46,52,56,58,61,64,73,80,1,32
1340495,1770903000,1,15,17,21,25,31,32,33,35,40,44,48,49,53,54,57,60,70,71,76,1,54
1340496,1770903300,2,3,6,7,10,22,30,32,33,34,36,39,41,45,48,51,59,62,72,73,2,59
1340497,1770903600,3,9,25,26,28,33,34,41,47,49,50,51,59,60,62,64,67,74,76,80,1,47
1340498,1770903900,1,4,8,14,16,18,19,27,31,33,37,44,48,52,58,63,69,74,79,80,1,14
1340499,1770904200,4,8,10,23,29,30,36,37,39,40,41,44,48,51,55,61,68,69,74,76,2,74
1340500,1770904500,1,3,5,13,16,18,26,31,34,37,40,51,52,54,57,61,64,68,74,80,1,57
1340501,1770904800,12,15,19,22,23,24,31,38,44,45,51,55,57,59,66,70,74,76,77,80,3,19
1340502,1770905100,4,9,16,18,21,22,26,27,34,38,42,50,52,53,57,58,59,71,73,75,3,16
1340503,1770905400,1,6,9,11,16,17,26,29,33,36,38,41,53,57,61,70,71,76,77,79,1,16
1340504,1770905700,2,12,17,22,24,25,33,43,45,47,53,55,57,66,67,68,69,70,75,79,2,53
1340505,1770906000,1,6,7,8,12,15,25,33,34,43,45,46,53,58,64,69,72,76,78,80,3,78
1340506,1770906300,1,3,4,6,8,11,21,23,38,42,50,53,55,57,59,60,62,65,70,80,1,38
1340507,1770906600,1,6,7,8,12,13,26,34,38,42,43,46,55,62,66,71,76,77,78,80,2,66
1340508,1770906900,5,7,9,17,19,22,25,26,31,32,33,34,36,40,42,44,50,69,70,74,1,17
1340509,1770907200,5,8,21,23,24,27,41,42,43,44,45,48,50,53,54,56,63,65,67,80,3,27
1340510,1770907500,1,11,18,23,24,26,27,29,33,36,38,42,54,55,62,68,72,73,76,77,5,72
1340511,1770907800,4,13,15,18,23,25,28,29,34,36,37,43,47,48,51,53,55,65,70,74,1,34
1340512,1770908100,5,6,8,10,12,15,19,25,28,31,34,37,41,42,44,49,51,60,62,76,3,41
1340513,1770908400,4,7,9,12,14,15,17,19,21,25,30,35,45,46,55,56,58,59,60,74,2,15
1340514,1770908700,6,8,9,10,11,13,17,19,20,27,30,38,41,50,59,64,65,67,70,75,3,9
1340515,1770909000,4,11,12,17,19,22,23,28,30,32,35,36,42,44,54,55,67,73,74,80,1,28
1340516,1770909300,1,5,8,13,14,21,26,37,39,46,47,53,54,60,62,71,75,76,77,78,3,54
1340517,1770909600,2,3,10,21,26,28,30,31,37,39,44,46,48,49,52,54,63,71,72,79,1,37
1340518,1770909900,2,8,10,14,16,18,28,32,35,36,38,43,45,46,53,56,60,63,69,79,1,45
1340519,1770910200,7,9,11,12,13,14,18,19,24,30,34,36,43,48,60,64,66,68,76,78,1,34
1340520,1770910500,7,18,19,22,23,29,30,37,39,40,44,47,50,52,54,57,58,71,78,79,1,50
1340521,1770910800,4,14,15,16,20,29,33,36,37,39,41,43,48,52,57,59,64,66,74,76,1,37
1340522,1770911100,9,13,15,16,24,26,27,29,30,31,33,38,39,43,49,63,64,67,71,80,2,27
1340523,1770911400,1,7,8,11,15,18,24,25,29,45,48,52,53,56,65,66,73,74,76,77,1,1
1340524,1770911700,4,6,8,11,19,20,21,29,38,40,42,53,56,65,70,71,72,74,75,79,2,42
1340525,1770912000,4,5,8,10,29,32,35,39,40,41,44,48,52,54,59,61,64,69,70,80,10,44
1340526,1770912300,6,7,9,11,13,25,27,30,31,37,38,41,44,46,48,51,60,67,70,71,4,25
1340527,1770912600,3,13,19,23,26,27,28,36,41,45,46,50,51,54,60,65,72,73,75,77,1,3
1340528,1770912900,1,5,9,17,18,20,21,22,24,33,37,40,46,49,57,58,60,62,72,76,1,33
1340529,1770913200,4,5,10,16,21,25,26,27,34,38,41,44,46,52,57,58,65,67,72,80,2,27
1340530,1770913500,4,10,12,17,18,29,44,45,47,49,50,51,54,58,61,66,70,71,77,80,4,29
1340531,1770913800,9,11,12,18,19,31,33,35,38,45,46,48,54,65,68,69,70,71,74,78,2,54
1340532,1770914100,4,7,9,10,11,12,14,25,28,29,30,36,47,51,66,70,72,73,74,76,4,11
1340533,1770914400,2,3,6,12,15,18,19,21,29,34,42,51,53,59,63,65,66,70,74,78,2,21
1340534,1770914700,8,12,13,15,24,26,29,35,36,37,43,45,47,58,62,64,67,73,75,80,1,64
1340535,1770915000,6,9,14,17,24,28,32,33,43,48,50,52,53,55,57,61,70,71,76,80,1,57
1340536,1770915300,2,4,8,13,19,21,24,31,39,52,53,56,57,58,59,64,66,73,74,79,5,53
1340537,1770915600,3,6,14,19,20,24,28,32,38,39,41,49,51,55,57,58,59,65,71,79,10,19
1340538,1770915900,1,2,3,4,12,13,15,18,39,50,51,54,58,59,62,65,68,76,79,80,1,54
1340539,1770916200,5,6,10,15,22,25,27,28,31,32,33,40,42,47,50,53,60,66,67,68,1,47
1340540,1770916500,1,12,13,17,19,21,24,28,29,34,43,45,48,51,58,65,71,72,77,80,1,21
1340541,1770916800,7,8,9,10,11,12,25,29,30,35,39,42,44,56,58,59,63,64,70,78,2,8
1340542,1770917100,1,6,12,14,17,23,26,27,32,36,37,40,48,61,62,63,66,74,77,78,3,12
1340543,1770917400,1,4,8,13,15,16,20,21,27,28,33,34,37,40,44,48,54,55,59,71,2,48
1340544,1770917700,5,6,7,11,12,15,16,18,24,25,30,37,39,46,53,55,58,62,77,78,2,77
1340545,1770918000,2,4,13,21,28,31,32,33,34,40,43,47,52,54,61,72,74,77,78,79,2,21
1340546,1770918300,6,9,15,19,26,31,38,39,40,42,45,50,57,65,71,73,76,77,78,79,2,76
1340547,1770918600,2,5,9,11,12,14,20,27,30,35,38,42,45,46,53,69,71,72,75,78,10,30
1340548,1770918900,4,7,12,15,16,17,18,23,27,34,39,43,48,49,53,54,55,63,73,75,2,4
1340549,1770919200,4,9,10,13,14,18,20,23,29,35,37,44,45,53,55,61,71,74,77,78,1,13
1340550,1770919500,1,8,11,13,15,24,25,27,29,31,34,35,45,47,50,57,58,72,78,80,2,29
1340551,1770919800,1,4,5,7,19,27,28,31,32,35,43,48,49,50,51,53,57,62,67,70,2,27
1340552,1770920100,4,5,6,13,14,20,26,27,28,32,43,48,52,55,60,63,66,70,74,76,1,60
1340553,1770920400,2,6,9,15,16,17,20,21,25,26,29,30,36,39,41,49,51,58,65,77,2,29
1340554,1770920700,4,5,6,22,23,26,29,31,33,48,51,55,56,58,60,65,66,68,70,80,1,26
1340555,1770921000,6,8,12,15,18,19,26,32,34,39,42,50,55,59,61,62,63,65,74,79,1,32
1340556,1770921300,1,9,12,13,17,25,26,37,40,43,44,47,53,57,59,60,67,72,75,78,1,44
1340557,1770921600,8,15,16,18,20,29,32,35,36,38,40,47,49,52,58,61,66,72,75,80,1,18
1340558,1770921900,3,6,7,10,11,14,22,25,26,40,42,44,49,57,62,63,67,68,71,72,2,6
1340559,1770922200,2,4,5,6,7,8,10,11,14,20,21,23,24,30,32,34,35,58,63,67,2,5
1340560,1770922500,3,4,7,10,14,19,27,30,33,39,41,46,47,50,54,65,69,70,77,78,3,54
1340561,1770922800,4,6,12,13,14,22,29,31,34,36,39,41,57,60,66,74,75,77,79,80,3,39
1340562,1770923100,5,13,15,20,21,26,27,29,39,40,43,53,56,58,66,70,74,75,77,79,1,56
1340563,1770923400,3,4,10,11,12,20,22,24,36,38,39,40,41,42,59,66,67,69,71,76,1,38
1340564,1770923700,3,9,14,18,19,23,27,29,32,34,35,37,45,48,52,60,64,68,70,79,1,68
1340565,1770924000,3,12,15,17,20,24,27,31,32,36,45,46,53,54,57,63,69,73,75,78,2,32
1340566,1770924300,6,18,20,21,25,27,29,32,37,39,50,52,56,58,61,64,67,69,72,78,1,52
1340567,1770924600,1,8,9,10,20,26,29,36,43,46,48,50,54,57,58,59,64,65,68,75,1,9
1340568,1770924900,1,5,6,9,10,13,21,26,27,29,42,47,51,52,56,66,69,72,76,77,1,26
1340569,1770925200,1,2,3,10,17,24,31,37,40,46,53,54,55,59,61,62,64,66,75,78,1,66
1340570,1770925500,1,7,17,26,27,30,33,36,37,40,41,44,53,55,59,64,73,74,76,78,1,1
1340571,1770925800,5,9,12,19,20,25,27,32,37,39,40,41,49,50,61,62,67,70,75,77,3,25
1340572,1770926100,8,12,15,16,21,23,26,32,36,40,41,48,52,55,59,64,65,73,74,77,5,32
1340573,1770926400,14,17,24,31,35,41,42,43,47,48,49,51,56,61,65,68,70,71,72,74,4,61
1340574,1770926700,5,10,11,12,14,15,19,20,32,36,42,44,46,48,49,52,53,60,65,70,1,20
1340575,1770927000,7,10,16,17,18,20,21,24,25,26,32,35,41,47,59,61,67,70,78,80,1,26
1340576,1770927300,1,5,6,10,15,17,22,27,34,38,46,50,53,57,58,65,71,73,76,79,4,79
1340577,1770927600,2,4,5,7,11,12,17,19,21,22,27,33,37,43,56,67,71,72,74,79,1,22
1340578,1770927900,1,4,7,10,14,16,19,20,21,28,36,41,51,53,54,60,67,70,72,73,2,70
1340579,1770928200,5,11,12,16,21,22,23,26,32,33,34,57,58,63,65,67,68,69,77,80,2,26
1340580,1770928500,4,8,9,12,18,41,53,60,63,64,65,66,68,69,72,74,75,76,78,79,1,75
1340581,1770928800,5,11,15,21,23,26,28,35,40,45,46,50,52,58,59,63,66,71,79,80,1,63
1340582,1770929100,4,5,8,10,16,17,19,20,26,27,28,31,33,34,39,48,53,60,61,79,1,20
1340583,1770929400,6,8,14,15,18,20,28,41,46,50,51,58,59,61,62,69,70,72,73,79,1,62
1340584,1770929700,7,9,13,17,18,38,42,47,50,51,52,55,57,58,60,67,71,74,77,78,1,17
1340585,1770930000,1,3,4,6,9,16,17,21,24,26,30,32,37,42,48,56,57,65,68,75,2,30
1340586,1770930300,3,4,11,12,20,21,24,25,26,30,34,35,41,43,44,59,66,70,73,79,1,3
1340587,1770930600,2,13,15,18,22,25,28,32,38,39,42,54,55,56,62,65,73,75,76,80,1,62
1340588,1770930900,2,4,5,8,11,16,18,37,44,50,51,53,54,55,56,64,69,71,74,78,1,44
1340589,1770931200,9,11,12,14,15,16,17,29,33,42,45,52,57,58,63,66,71,76,77,78,2,12
1340590,1770931500,1,2,6,7,8,14,17,18,19,26,27,28,31,37,39,43,44,51,71,80,4,6
1340591,1770931800,3,7,9,13,14,19,20,21,23,24,33,34,38,40,42,47,68,70,77,79,1,38
1340592,1770932100,2,4,7,10,16,17,18,20,25,29,40,45,50,61,65,66,69,70,72,76,3,45
1340593,1770932400,1,9,14,16,24,29,31,35,39,40,42,44,49,62,66,68,69,70,78,80,1,78
1340594,1770932700,8,16,19,20,27,28,30,36,37,47,49,50,51,56,58,61,63,69,72,74,1,16
1340595,1770933000,1,7,10,15,17,20,22,32,34,39,43,45,56,59,61,62,67,69,71,78,3,67
1340596,1770933300,10,11,21,22,23,32,34,38,42,49,51,52,54,56,57,63,68,69,72,76,1,72
1340597,1770933600,3,6,12,14,18,22,24,35,37,38,39,40,49,50,51,61,65,67,72,78,1,65
1340598,1770959100,5,10,19,22,25,29,33,40,43,44,50,52,59,60,62,67,68,72,77,78,2,40
1340599,1770959400,3,7,9,13,20,22,23,26,29,32,33,39,48,50,51,53,62,65,68,75,1,33
1340600,1770959700,1,4,6,9,10,12,14,22,30,36,43,46,48,50,55,57,62,63,65,70,2,63
1340601,1770960000,3,6,11,17,24,25,26,27,30,31,34,37,46,51,53,56,58,67,71,77,1,71
1340602,1770960300,3,5,6,18,19,20,22,23,31,37,39,55,56,59,64,65,67,72,76,80,5,20
1340603,1770960600,4,14,22,23,30,37,41,45,47,48,49,51,53,55,56,60,66,68,75,76,3,55
1340604,1770960900,2,10,13,14,16,19,28,33,39,43,47,48,51,57,61,62,63,65,74,77,3,19
1340605,1770961200,5,6,7,12,16,20,27,29,30,32,36,42,47,48,50,54,58,68,73,76,1,30
1340606,1770961500,1,3,4,5,9,22,26,28,33,34,38,48,57,58,59,64,66,70,76,80,1,33
1340607,1770961800,2,4,7,10,16,17,25,30,31,34,35,40,42,58,64,65,67,71,73,79,2,71
1340608,1770962100,5,6,11,14,20,21,22,28,29,31,33,35,38,42,46,52,63,72,74,75,3,74
1340609,1770962400,5,8,9,11,15,18,19,21,22,28,30,31,34,46,48,51,55,56,58,78,2,19
1340610,1770962700,1,2,6,10,13,14,19,22,26,27,28,30,33,50,53,55,60,63,69,74,1,53
1340611,1770963000,8,10,12,27,29,32,35,39,40,41,43,51,54,55,57,58,59,64,71,80,2,59
1340612,1770963300,2,3,8,18,20,22,32,36,38,39,41,43,48,57,64,68,72,73,76,77,2,77
1340613,1770963600,7,8,10,11,17,20,30,39,41,43,46,49,52,57,58,69,72,75,78,80,1,10
1340614,1770963900,3,6,7,16,19,20,26,30,32,33,40,48,49,51,53,54,62,64,65,76,3,62
1340615,1770964200,2,4,14,15,23,27,30,31,37,39,40,42,49,59,60,65,67,72,73,77,3,72
1340616,1770964500,5,9,11,16,17,18,20,26,28,33,34,38,39,43,45,54,56,61,62,66,1,62
1340617,1770964800,5,6,19,20,23,26,27,29,30,32,44,50,53,54,60,62,70,73,78,80,2,19
1340618,1770965100,1,4,5,7,9,23,30,31,33,36,40,43,46,51,54,55,61,65,73,79,1,51
1340619,1770965400,2,10,15,16,21,23,29,38,42,43,46,49,50,51,55,56,58,69,72,73,3,10
1340620,1770965700,2,4,5,7,8,9,17,24,25,34,39,41,44,45,47,54,64,66,71,73,4,17
1340621,1770966000,6,9,10,23,24,31,33,36,40,45,48,55,62,63,66,67,70,71,74,77,2,45
1340622,1770966300,3,6,14,23,24,31,32,33,39,42,48,53,54,55,58,59,61,63,70,76,1,70
1340623,1770966600,4,6,8,15,19,21,22,24,26,28,39,46,62,64,66,67,72,73,74,79,3,6
1340624,1770966900,1,2,5,13,16,20,27,33,36,49,50,53,54,56,58,59,68,69,72,73,2,16
1340625,1770967200,2,4,7,8,10,11,14,17,21,26,31,34,51,57,58,59,69,76,77,80,1,14
1340626,1770967500,2,3,13,14,17,18,19,20,26,30,38,49,50,53,54,61,64,73,74,79,1,54
1340627,1770967800,2,5,15,19,22,24,44,47,51,54,55,56,57,61,64,67,70,76,78,80,4,22
1340628,1770968100,9,18,22,23,25,26,31,33,35,43,53,58,62,64,65,66,67,69,77,78,1,78
1340629,1770968400,9,13,17,23,25,26,30,33,34,35,36,37,40,41,44,55,57,66,68,76,3,37
1340630,1770968700,4,9,13,17,20,23,24,25,27,39,45,50,55,58,63,68,72,76,79,80,1,25
1340631,1770969000,2,3,6,16,21,22,31,33,35,47,51,53,57,58,62,68,69,74,76,79,1,33
1340632,1770969300,1,2,4,7,9,16,18,22,23,32,37,38,41,47,48,51,58,65,66,79,4,2
1340633,1770969600,9,10,15,17,19,26,27,31,32,39,43,44,48,50,54,62,71,72,73,76,1,73
1340634,1770969900,11,17,22,23,24,30,32,33,35,42,46,47,56,59,62,64,66,72,76,77,1,30
1340635,1770970200,7,12,17,18,19,27,30,36,39,40,44,46,47,50,54,56,67,68,69,78,1,67
1340636,1770970500,3,8,20,21,26,27,28,30,35,37,39,42,45,51,60,62,72,74,76,80,2,72
1340637,1770970800,1,2,5,10,11,13,16,23,26,37,42,43,44,52,61,64,68,77,78,79,3,11
1340638,1770971100,1,5,8,13,17,20,25,37,41,42,43,45,50,53,54,57,60,65,75,79,1,42
1340639,1770971400,3,5,6,7,10,12,22,24,26,28,37,39,42,51,52,56,57,58,64,70,2,56
1340640,1770971700,1,6,19,20,26,31,33,37,41,44,45,49,50,51,54,64,66,68,70,80,10,26
1340641,1770972000,2,7,8,10,17,20,21,24,25,28,31,35,56,59,60,61,62,68,69,73,4,2
1340642,1770972300,1,2,9,14,15,22,41,44,45,52,55,59,64,65,67,69,71,73,76,77,1,71
1340643,1770972600,14,22,26,29,32,34,35,37,39,43,47,51,53,55,58,59,62,66,71,77,1,58
1340644,1770972900,6,18,22,24,26,34,36,40,48,50,53,55,57,58,62,67,69,74,76,79,1,69
1340645,1770973200,5,9,11,17,19,22,25,27,29,35,39,42,49,55,56,61,62,71,72,74,4,39
1340646,1770973500,2,8,9,10,13,16,23,25,26,30,33,43,45,49,55,68,70,71,72,78,4,55
1340647,1770973800,1,3,4,13,16,17,27,30,34,35,41,45,47,61,63,64,68,72,76,79,2,17
1340648,1770974100,4,7,16,19,20,23,31,34,36,44,48,52,54,55,57,59,62,64,69,77,1,59
1340649,1770974400,4,12,19,26,28,29,30,36,41,44,45,49,55,59,61,62,64,69,72,75,3,12
1340650,1770974700,6,9,11,12,23,25,29,30,31,34,43,44,48,56,57,61,64,66,68,70,2,66
1340651,1770975000,9,21,22,32,39,40,41,44,45,49,59,61,64,65,67,69,73,74,75,79,1,39
1340652,1770975300,1,2,7,8,9,10,12,13,16,21,28,36,40,43,46,65,68,70,76,77,1,43
1340653,1770975600,15,16,18,23,24,31,33,38,41,48,51,52,56,63,64,73,75,77,78,80,1,48
1340654,1770975900,3,6,7,9,12,16,19,21,34,37,40,44,56,61,63,64,72,74,75,77,1,7
1340655,1770976200,1,3,8,11,17,22,26,31,36,40,42,47,49,50,59,60,64,65,67,72,4,3
1340656,1770976500,3,4,6,12,13,14,16,27,28,30,36,38,41,45,48,56,59,60,78,79,1,78
1340657,1770976800,1,2,6,11,12,13,16,17,22,26,28,34,37,51,54,57,69,73,75,76,2,28
1340658,1770977100,1,3,6,8,9,17,19,23,24,30,33,36,39,44,48,50,61,62,63,72,2,23
1340659,1770977400,2,4,14,21,29,33,34,35,39,40,49,53,54,62,67,68,70,75,76,78,1,76
1340660,1770977700,1,4,7,10,11,13,14,16,29,31,40,47,52,55,56,61,64,70,71,77,4,56
1340661,1770978000,1,3,5,14,19,25,26,29,31,36,38,41,44,56,64,65,68,69,71,79,3,14
1340662,1770978300,4,12,13,16,18,25,29,31,38,42,46,50,56,59,60,61,64,75,76,78,3,18
1340663,1770978600,9,14,16,18,22,29,32,38,43,49,51,54,55,58,62,65,66,68,74,77,1,43
1340664,1770978900,2,4,7,10,14,15,22,26,28,32,37,41,43,50,58,62,64,69,70,80,3,58
1340665,1770979200,2,3,7,11,14,15,21,22,33,35,43,45,46,47,48,50,51,52,56,61,1,46
1340666,1770979500,2,13,14,23,28,30,34,38,39,40,49,52,55,63,67,68,74,78,79,80,1,49
1340667,1770979800,4,10,13,16,19,21,23,24,26,36,37,40,45,52,54,56,58,65,73,75,3,21
1340668,1770980100,2,5,8,11,18,22,23,25,28,31,35,41,49,54,57,59,61,63,78,79,4,49
1340669,1770980400,2,6,8,10,13,20,23,28,37,45,54,55,57,68,71,72,75,77,79,80,3,23
1340670,1770980700,4,11,12,15,17,20,26,31,33,48,49,53,58,63,64,65,68,74,75,76,3,31
1340671,1770981000,8,12,15,25,27,30,34,36,43,44,48,49,50,55,56,57,60,68,71,77,1,57
1340672,1770981300,3,12,16,19,20,21,24,25,34,41,42,54,55,58,59,65,66,69,71,76,2,69
1340673,1770981600,5,12,13,15,17,18,21,23,26,40,45,52,59,61,62,68,69,75,76,80,1,45
1340674,1770981900,14,20,22,27,29,31,33,35,38,41,47,50,54,63,64,65,70,71,75,77,1,38
1340675,1770982200,4,7,10,11,12,17,19,20,35,36,37,44,49,52,56,60,64,65,71,80,5,35
1340676,1770982500,4,5,10,11,12,16,27,31,39,44,48,51,52,56,63,70,72,73,78,80,3,10
1340677,1770982800,2,7,9,10,15,20,21,24,36,40,44,48,51,57,58,59,71,73,75,79,1,9
1340678,1770983100,4,6,7,9,17,19,21,30,34,35,41,44,46,51,54,57,61,71,73,78,1,9
1340679,1770983400,3,6,8,9,16,27,28,30,35,41,44,47,48,57,63,64,65,71,77,79,1,79
1340680,1770983700,2,4,17,27,28,29,43,44,45,48,49,50,51,53,62,63,67,68,74,76,1,63
1340681,1770984000,2,4,5,15,16,22,23,26,36,37,40,42,44,45,59,63,64,66,76,77,1,23
1340682,1770984300,2,3,5,8,11,14,26,29,44,47,49,52,54,56,61,66,70,72,73,76,1,5
1340683,1770984600,8,21,26,28,33,41,51,53,56,61,62,65,66,68,70,71,72,76,78,80,3,68
1340684,1770984900,4,10,13,14,18,23,28,29,37,38,39,44,45,47,53,54,65,68,72,73,1,39
1340685,1770985200,2,3,5,28,31,33,34,38,43,50,51,53,54,63,64,65,66,77,78,79,1,3
1340686,1770985500,2,3,6,7,10,12,13,15,19,24,34,35,43,54,56,58,61,64,67,74,10,61
1340687,1770985800,8,11,13,16,17,20,21,23,30,52,54,57,58,61,62,68,71,73,78,79,1,21
1340688,1770986100,10,17,18,21,22,24,25,28,29,33,39,44,45,53,60,63,65,69,72,80,2,24
1340689,1770986400,6,8,9,19,20,25,28,29,31,32,34,41,46,47,51,53,64,66,67,77,2,29
1340690,1770986700,2,7,9,11,13,14,17,19,25,26,38,39,44,46,56,58,60,65,72,79,2,14
1340691,1770987000,1,11,15,21,31,38,39,46,51,52,53,56,63,64,65,68,71,74,78,80,1,39
1340692,1770987300,3,6,9,12,14,22,29,30,32,35,46,49,53,54,64,65,66,70,71,76,1,46
1340693,1770987600,5,8,11,13,15,18,25,32,41,44,46,55,58,61,64,67,71,73,74,77,1,44
1340694,1770987900,4,5,7,14,16,18,22,24,31,35,36,38,44,54,63,66,70,71,73,79,1,44
1340695,1770988200,6,7,16,19,21,25,28,31,33,35,37,42,47,48,49,61,65,66,76,80,3,35
1340696,1770988500,5,7,11,14,22,29,30,31,37,39,45,54,55,56,57,63,64,66,73,78,2,14
1340697,1770988800,2,6,7,11,14,18,23,26,28,29,42,43,44,50,53,61,64,68,74,75,4,14
1340698,1770989100,3,11,20,22,23,26,29,39,41,47,48,52,53,56,59,60,72,77,78,79,1,20
1340699,1770989400,2,4,5,9,13,15,24,27,32,35,39,43,55,59,65,67,69,71,78,79,1,71
1340700,1770989700,11,12,28,36,38,45,47,48,50,51,52,55,56,57,65,67,69,74,75,78,2,69
1340701,1770990000,5,9,11,16,17,18,32,35,36,37,40,44,45,46,47,51,52,56,59,74,2,32
1340702,1770990300,6,7,11,14,17,35,38,41,44,45,50,51,52,53,55,63,66,71,74,78,2,35
1340703,1770990600,3,8,12,19,22,23,24,30,37,38,45,49,53,55,58,60,63,67,73,75,1,60
1340704,1770990900,5,11,17,23,29,30,32,41,42,48,49,51,53,57,60,61,63,73,75,76,1,29
1340705,1770991200,3,10,12,13,16,27,31,32,39,42,48,49,50,57,58,60,62,71,75,77,3,13
1340706,1770991500,3,5,9,12,13,17,19,21,25,26,27,30,31,52,59,60,61,69,74,75,1,26
1340707,1770991800,4,5,7,9,10,14,16,21,22,25,29,30,32,41,46,51,52,55,59,65,4,7
1340708,1770992100,4,7,15,21,26,29,31,35,37,39,42,56,57,61,69,71,73,74,77,78,3,35
1340709,1770992400,3,4,8,9,12,26,30,39,40,41,42,48,50,56,58,59,61,67,74,75,1,75
1340710,1770992700,8,9,14,15,16,25,34,36,38,41,42,45,46,50,52,53,54,63,66,68,1,68
1340711,1770993000,4,8,10,11,16,24,32,35,47,65,66,67,68,69,70,71,72,73,76,80,3,16
1340712,1770993300,10,16,21,25,31,32,33,37,43,48,49,50,52,55,56,58,63,69,73,78,3,33
1340713,1770993600,6,15,18,25,26,27,34,35,38,39,44,46,48,51,52,57,61,62,68,73,3,6
1340714,1770993900,5,6,11,21,24,38,44,47,49,50,53,56,64,67,69,73,75,76,78,80,3,73
1340715,1770994200,4,9,11,12,18,20,22,23,25,32,48,51,57,62,64,65,66,68,69,80,2,4
1340716,1770994500,5,11,13,16,21,23,27,28,30,32,33,34,36,48,51,52,56,57,64,69,1,51
1340717,1770994800,5,6,7,8,10,16,22,28,37,39,44,49,54,57,63,64,65,73,76,78,1,57
1340718,1770995100,5,7,12,13,14,15,19,28,33,36,40,43,45,50,51,54,62,63,65,66,2,40
1340719,1770995400,9,11,12,15,19,30,31,32,35,36,39,43,53,56,61,63,64,67,68,76,3,31
1340720,1770995700,11,14,20,21,24,26,28,30,31,33,41,43,49,50,51,56,57,65,67,71,2,11
1340721,1770996000,1,2,5,6,15,21,24,30,38,39,45,51,52,55,62,63,67,72,77,80,3,67
1340722,1770996300,1,9,10,12,15,16,28,32,35,45,46,49,51,56,64,67,68,77,78,80,2,49
1340723,1770996600,2,4,6,7,8,9,10,11,31,35,40,42,43,44,50,51,60,63,68,75,5,40
1340724,1770996900,4,7,11,13,17,25,28,29,32,35,38,41,43,56,63,67,69,70,71,79,1,63
1340725,1770997200,1,3,4,7,21,23,26,27,31,42,45,47,56,58,62,67,68,69,74,75,1,58
1340726,1770997500,5,8,9,13,14,17,18,20,24,25,28,29,30,43,51,54,60,70,74,78,1,9
1340727,1770997800,6,8,13,15,19,28,31,34,41,43,52,56,57,59,61,67,69,70,73,78,2,56
1340728,1770998100,2,9,10,12,15,23,29,34,38,39,44,48,51,56,58,62,69,70,78,80,1,48
1340729,1770998400,7,10,13,14,15,16,17,25,26,35,37,46,48,55,56,64,66,69,72,73,3,7
1340730,1770998700,10,16,26,32,33,38,39,40,46,48,50,52,53,55,57,59,60,65,68,73,1,57
1340731,1770999000,3,5,11,12,14,25,26,37,39,43,45,49,54,55,57,58,65,66,74,78,1,58
1340732,1770999300,5,8,13,14,17,19,21,29,36,40,43,45,47,57,58,64,67,69,72,80,1,36
1340733,1770999600,5,6,9,18,20,24,34,36,39,44,45,52,53,54,58,65,66,70,76,79,4,9
1340734,1770999900,1,9,11,17,18,20,24,25,38,41,42,43,47,56,59,62,64,68,74,75,1,25
1340735,1771000200,3,4,5,6,7,9,10,16,26,29,33,36,37,38,56,59,60,67,74,76,1,9
1340736,1771000500,4,5,6,12,15,20,28,31,41,45,46,48,53,56,58,60,61,64,68,72,3,48
1340737,1771000800,13,21,27,32,34,40,41,50,51,52,53,54,55,64,66,67,68,77,78,79,5,34
1340738,1771001100,7,8,12,13,20,21,22,24,25,26,28,43,46,49,57,58,61,66,67,68,2,13
1340739,1771001400,1,6,8,18,20,23,26,27,33,34,37,41,45,46,47,48,54,57,67,73,2,27
1340740,1771001700,3,9,12,17,19,28,29,30,35,36,40,43,44,47,51,58,67,69,73,79,1,29
1340741,1771002000,5,10,11,14,19,20,21,23,24,26,33,39,41,44,47,49,55,56,61,67,3,61
1340742,1771002300,3,5,9,10,18,41,46,47,50,51,54,55,64,65,66,68,69,71,75,78,1,51
